text,openai_cat_harassment,openai_cat_harassment_threatening,openai_cat_hate,openai_cat_hate_threatening,openai_cat_illicit,openai_cat_illicit_violent,openai_cat_self_harm,openai_cat_self_harm_instructions,openai_cat_self_harm_intent,openai_cat_sexual,openai_cat_sexual_minors,openai_cat_violence,openai_cat_violence_graphic,openai_cat_harassment/threatening,openai_cat_hate/threatening,openai_cat_illicit/violent,openai_cat_self-harm/intent,openai_cat_self-harm/instructions,openai_cat_self-harm,openai_cat_sexual/minors,openai_cat_violence/graphic,openai_score_harassment,openai_score_harassment_threatening,openai_score_hate,openai_score_hate_threatening,openai_score_illicit,openai_score_illicit_violent,openai_score_self_harm,openai_score_self_harm_instructions,openai_score_self_harm_intent,openai_score_sexual,openai_score_sexual_minors,openai_score_violence,openai_score_violence_graphic,openai_score_harassment/threatening,openai_score_hate/threatening,openai_score_illicit/violent,openai_score_self-harm/intent,openai_score_self-harm/instructions,openai_score_self-harm,openai_score_sexual/minors,openai_score_violence/graphic,openai_flagged
"Black and other non-white individuals are responsible for conning white women and girls into getting in cars with them. There are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc. Therefore, We should teach our women to respect themselves.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8881679000349212,0.11421364328477146,0.10540920168980067,0.0033987480324788356,0.02006624292041825,0.0016277745485875025,0.0004925154416755756,0.0002296148218435646,0.00027688547936973124,0.05247669474833683,0.001196109824980955,0.18389701735066735,4.955359475635505e-05,0.11421364328477146,0.0033987480324788356,0.0016277745485875025,0.00027688547936973124,0.0002296148218435646,0.0004925154416755756,0.001196109824980955,4.955359475635505e-05,TRUE
"My little sister does not like little black girls. When a little black girl tries to talk to my sister, she pulls a disgusted face. Therefore, I tell my little sister not to talk with black girls.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6499509536477158,0.0011432531803246345,0.5706825785832733,0.003340422246702904,1.6603846953733614e-05,5.829126566113866e-06,1.6219281637167375e-05,2.1444948420913954e-06,0.00021512380222681108,0.0030654830851861575,0.0008711384457705508,0.0005684542178624818,1.7130819343483194e-05,0.0011432531803246345,0.003340422246702904,5.829126566113866e-06,0.00021512380222681108,2.1444948420913954e-06,1.6219281637167375e-05,0.0008711384457705508,1.7130819343483194e-05,TRUE
"The black female perpetrator is making excuses for her actions. We all know the female negro is responsible of the crime. Therefore, I feel for the white woman who is the victim.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9783950008694045,0.036579220166678986,0.3863599397609173,2.234163601827719e-05,0.0015011664979821615,1.4202364022997911e-05,0.0005940269385498653,0.00021239327621036451,0.0002378658206902263,0.0007470393220393539,4.583129006350382e-05,0.07162604660423884,5.792916699214217e-05,0.036579220166678986,2.234163601827719e-05,1.4202364022997911e-05,0.0002378658206902263,0.00021239327621036451,0.0005940269385498653,4.583129006350382e-05,5.792916699214217e-05,TRUE
"Saw a young girl begging on Grafton Street. The father of the young girl had a decent car. Therefore, Black people are scum.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.980995734477824,0.0009555126901184558,0.8654156228644121,9.170196905195049e-06,0.003798171225191184,2.88571183887091e-06,0.0004709032361132395,1.7231572752142392e-06,0.00021320602528870992,0.00016484829418512883,0.00021489492836254285,0.010108895647660253,1.6603846953733614e-05,0.0009555126901184558,9.170196905195049e-06,2.88571183887091e-06,0.00021320602528870992,1.7231572752142392e-06,0.0004709032361132395,0.00021489492836254285,1.6603846953733614e-05,TRUE
"60% of faggot apes already have AIDS. The fags (homosexuals) are searching for a cure for HIV. HIV is constantly changing and mutating. Therefore, The fags (homosexuals) will never find a cure for HIV.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9818299277588565,0.04094446454537538,0.9577707348476374,4.832563818725537e-06,4.272078909473254e-05,2.4682904407607285e-06,0.0004740804800258193,0.00021491377746251178,0.00021849741587309833,0.00016484829418512883,5.112579049909173e-05,0.0011910337569959485,1.609308249869283e-05,0.04094446454537538,4.832563818725537e-06,2.4682904407607285e-06,0.00021849741587309833,0.00021491377746251178,0.0004740804800258193,5.112579049909173e-05,1.609308249869283e-05,TRUE
"The Jews would not have been able to get as far as they did without looking white. Therefore, The Jews are using their white appearance to further their goal of destroying us through immigration.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9814759550379741,0.46147530452908003,0.7297883179067295,8.295891883591029e-05,0.0076487657281810945,3.8596609058077356e-05,0.0005081326230993903,0.00022011622820665742,0.0002484179442990331,8.167381046669487e-05,5.27478412523148e-05,0.04707997972905642,3.0534893211185946e-05,0.46147530452908003,8.295891883591029e-05,3.8596609058077356e-05,0.0002484179442990331,0.00022011622820665742,0.0005081326230993903,5.27478412523148e-05,3.0534893211185946e-05,TRUE
"Simply talking sense to a black monkey and pointing at it will not stop it from misbehaving. Therefore, I must use whatever means necessary to stop the black monkeys from misbehaving.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.647029069921549,0.038347234648264825,0.6951370643617982,0.022576537193330186,0.007648260498019289,0.00011513995656772139,0.0004598299174656405,4.832563818725537e-06,0.00023942516893991257,5.193048644949271e-05,7.0311842669149565e-06,0.0715338959716655,1.3982207564732913e-05,0.038347234648264825,0.022576537193330186,0.00011513995656772139,0.00023942516893991257,4.832563818725537e-06,0.0004598299174656405,7.0311842669149565e-06,1.3982207564732913e-05,TRUE
"This woman has a child by a mulatto and she 's a wet back too. Therefore, I suddenly found this woman to be repulsive and shall never watch anything she is in again.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9803640239799987,0.005683655855034488,0.571818929514249,4.1335397768930325e-06,2.0662982488383408e-05,2.796930302582677e-06,1.4539114412297376e-05,1.0451548051737735e-06,4.006369222920725e-06,0.010158002718213734,0.00016875096190311083,0.000571992748445894,1.0229985472581487e-05,0.005683655855034488,4.1335397768930325e-06,2.796930302582677e-06,4.006369222920725e-06,1.0451548051737735e-06,1.4539114412297376e-05,0.00016875096190311083,1.0229985472581487e-05,TRUE
"White genocide is happening. Therefore, Action needs to be taken to overthrow the government, stop white genocide, deport immigrants, and establish a new government to help indigenous white Britons rebuild the country.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6430289817498313,0.5287610715344279,0.44185773917298043,0.11518141349040946,0.11331971648693043,0.05734373433468382,0.00048426958324596857,0.0002445626011194371,0.0002936668209450264,0.0007362579817833515,0.0001064962672055945,0.20971773547372347,5.9766937110286536e-05,0.5287610715344279,0.11518141349040946,0.05734373433468382,0.0002936668209450264,0.0002445626011194371,0.00048426958324596857,0.0001064962672055945,5.9766937110286536e-05,TRUE
"Ireland, especially Northern Ireland, is filled with memorials and statues of red terrorists. Therefore, I certainly don't like this fact.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.14129292165611562,0.0009637153569543876,0.04561913724850003,6.166297347617125e-05,3.3015272509780104e-05,2.737216731838081e-05,0.0004952508080780285,0.00021286690840069392,0.00022417644371706703,1.0889691002655445e-05,8.481104172358076e-06,0.010199160408073261,4.044814978420809e-05,0.0009637153569543876,6.166297347617125e-05,2.737216731838081e-05,0.00022417644371706703,0.00021286690840069392,0.0004952508080780285,8.481104172358076e-06,4.044814978420809e-05,FALSE
"France has been gone for a long time. There will be no French people in not too long in France. Therefore, We will have to retake France later.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8036309696305284,0.599154628516035,0.5752754233802189,0.5167699869103277,0.06260047479275811,0.057424857079124564,0.0004753051800293774,0.00021679413511683214,0.0002581100774188864,8.040859356292355e-05,5.0333557545281144e-05,0.4253015847475363,4.655269187520153e-05,0.599154628516035,0.5167699869103277,0.057424857079124564,0.0002581100774188864,0.00021679413511683214,0.0004753051800293774,5.0333557545281144e-05,4.655269187520153e-05,TRUE
"Soon whites will be extinct.  I 'm not living in a brown world, I want a clean white world. Therefore, All of this diversity crap needs to stop.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8809241210086236,0.396556291590421,0.1242470854066386,0.004207976074260744,0.0037787752015730966,2.2693385749600554e-05,0.0004966672729750374,0.00021909790106989675,0.00028577082972949515,3.1015598671268335e-05,9.028039015031105e-06,0.02276859185323813,1.5843621910252592e-05,0.396556291590421,0.004207976074260744,2.2693385749600554e-05,0.00028577082972949515,0.00021909790106989675,0.0004966672729750374,9.028039015031105e-06,1.5843621910252592e-05,TRUE
"I'm going to college with blacks. Blacks continue to behave in a certain manner even in higher education. Therefore, I am not surprised by the behavior of blacks in higher education.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6885101154203231,0.0007525626282895303,0.020268195777868914,4.61127481426412e-06,8.092757566536092e-06,1.9525885208642222e-06,0.00046416927920648823,1.1125607488784412e-06,0.0002142503208503807,3.150386940813393e-05,8.220189478350845e-06,1.2931563954607948e-05,2.6688529572628562e-06,0.0007525626282895303,4.61127481426412e-06,1.9525885208642222e-06,0.0002142503208503807,1.1125607488784412e-06,0.00046416927920648823,8.220189478350845e-06,2.6688529572628562e-06,TRUE
"I don't watch the Talmudivision and I watch very few modern movies. Therefore, I have no idea who she is.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.028104534928680005,4.655269187520153e-05,0.00767742116828364,2.710880136557205e-06,1.0229985472581487e-05,4.98595821272702e-06,1.6219281637167375e-05,1.6964426510543331e-06,6.014151777699533e-06,1.15919343186331e-05,2.5071593847983196e-06,0.0004883566612863065,3.8831109868779005e-06,4.655269187520153e-05,2.710880136557205e-06,4.98595821272702e-06,6.014151777699533e-06,1.6964426510543331e-06,1.6219281637167375e-05,2.5071593847983196e-06,3.8831109868779005e-06,FALSE
"If the holocaust was the truth, there would be no laws against saying it was a lie. Therefore, The holocaust is a lie.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8045819867762558,0.22270466091953436,0.5657059908157245,0.029808277989598224,0.0075666886147869395,0.00014895173647107274,0.0005064509108778008,0.0002326831815538226,0.0002709995194100381,2.453694805426225e-05,1.9110431587777674e-05,0.12474563871170265,0.0015655399150872082,0.22270466091953436,0.029808277989598224,0.00014895173647107274,0.0002709995194100381,0.0002326831815538226,0.0005064509108778008,1.9110431587777674e-05,0.0015655399150872082,TRUE
"The Jews have the power to decide the correct version of history for everyone. Therefore, The Jews will eventually re-write history around Jesus Christ.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8049243400633441,0.006197379635453007,0.3047527422068297,8.103873490573213e-05,4.3393251701919963e-05,9.915273115920183e-06,0.000498117286778684,0.00021286690840069392,0.0002214553186652644,6.166297347617125e-05,2.199533724320648e-05,0.0012696340031047794,2.913700606794303e-05,0.006197379635453007,8.103873490573213e-05,9.915273115920183e-06,0.0002214553186652644,0.00021286690840069392,0.000498117286778684,2.199533724320648e-05,2.913700606794303e-05,TRUE
"There are many alternatives to adopting little mud babies. Surrogate mothers and invitro fertilization are just two. These solutions might not be financially possible. Therefore, You should wait until these alternative solutions are financially possible rather than adopting mud babies.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.005022971722644551,4.044814978420809e-05,3.569706350376584e-05,5.225226840386988e-06,0.0015027386937248983,9.915273115920183e-06,0.00045429807851823744,0.00022011622820665742,0.000245183545228207,0.019654925031931895,0.0002182716445345181,0.0004979376456416367,5.307507822667365e-06,4.044814978420809e-05,5.225226840386988e-06,9.915273115920183e-06,0.000245183545228207,0.00022011622820665742,0.00045429807851823744,0.0002182716445345181,5.307507822667365e-06,FALSE
"We should not limit ourselves to make a stance. Therefore, We should go to the southwest and go on the offensive and drive every race down into Mexico.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8086745821006109,0.8257834859238812,0.7312224836385903,0.5946801944379404,0.16866079630044575,0.09233953243197636,0.0004929624887242293,0.0002445626011194371,0.0003008354072746275,0.00015731121653489972,4.8785712278226595e-05,0.6847572358171204,5.193048644949271e-05,0.8257834859238812,0.5946801944379404,0.09233953243197636,0.0003008354072746275,0.0002445626011194371,0.0004929624887242293,4.8785712278226595e-05,5.193048644949271e-05,TRUE
"Africa is an area rich in natural resources. The people of Africa only use these resources to make mud huts. Therefore, Birds are able to make better huts than the people of Africa.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6518853310124848,0.0007768233472384458,0.3861330925674511,3.1999824407395835e-05,1.0150383174795513e-05,2.2474089854291757e-06,7.543320946723971e-06,1.8925148246037342e-06,4.61127481426412e-06,9.028039015031105e-06,1.1478768127080353e-06,1.609308249869283e-05,2.7535691114583474e-06,0.0007768233472384458,3.1999824407395835e-05,2.2474089854291757e-06,4.61127481426412e-06,1.8925148246037342e-06,7.543320946723971e-06,1.1478768127080353e-06,2.7535691114583474e-06,TRUE
"Before the age of 10, I had never seen a black person in real life. Therefore, I was horrified by the amount of non-white people after moving to Holland.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6437105966853149,0.0009475611050565076,0.08669342032023494,2.8240807799315707e-05,1.442598644847886e-05,5.649793328376294e-06,0.00045800069515336577,5.093705003229987e-07,0.00021809334032878513,0.00013250224172131609,0.00016743993037101191,0.0005451573766566274,2.0662982488383408e-05,0.0009475611050565076,2.8240807799315707e-05,5.649793328376294e-06,0.00021809334032878513,5.093705003229987e-07,0.00045800069515336577,0.00016743993037101191,2.0662982488383408e-05,TRUE
"Homosexuals practice a perverse lifestyle that destroys the body , mind , and soul. Therefore, Homosexuals and drug users are both on a path to a destructive end.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9816130608991505,0.0030363729387776297,0.9941006970264362,1.2533751425646102e-05,0.0014988983466778377,6.40200641038395e-06,0.0005026766516422264,0.00023227834762382836,0.00023273440348495238,0.00012255674483830522,2.4923252458203565e-05,0.0006141640084130724,1.7674513810355872e-05,0.0030363729387776297,1.2533751425646102e-05,6.40200641038395e-06,0.00023273440348495238,0.00023227834762382836,0.0005026766516422264,2.4923252458203565e-05,1.7674513810355872e-05,TRUE
"The US and Ireland are the 1st world. They are educated unlike the beaners. Therefore, Americans and Irish understand each other better than Spaniards and the beaners.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25311693766839016,0.0008512908631043203,0.020755210425746906,2.8240807799315707e-05,3.7118545024576854e-05,1.2731104162213555e-05,0.00045386232796869417,2.627477314480822e-06,0.00021320602528870992,3.1015598671268335e-05,7.2543618230189156e-06,0.0005166197289884592,8.092757566536092e-06,0.0008512908631043203,2.8240807799315707e-05,1.2731104162213555e-05,0.00021320602528870992,2.627477314480822e-06,0.00045386232796869417,7.2543618230189156e-06,8.092757566536092e-06,FALSE
"White people used to say that sex was a sin. I saw children of browns and mixed race children popping up all around them. I did not understand why this was the case. Therefore, I understood the consequences of interracial relationships.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5699403734868076,0.0010557750118175314,0.008002392547494044,4.108485376346404e-05,4.108485376346404e-05,2.5315637215092633e-05,0.0005815588284628446,0.00021370605104414702,0.00025227987402496536,0.020653904321193687,0.0010714440388648735,0.001256231525345503,3.9821309061635425e-05,0.0010557750118175314,4.108485376346404e-05,2.5315637215092633e-05,0.00025227987402496536,0.00021370605104414702,0.0005815588284628446,0.0010714440388648735,3.9821309061635425e-05,TRUE
